,id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety,dataset_id,weight_kg,weight_class
6599,2020-P,EXH,467.6526014131574,"Melka, Friedrich",,Lower Austria,Austria,Europameisterschaft im Kurbiswiegen,1594 Melka,1594 Melka,268.9160675582014,472.0496585367225,2.0349841886426496,Dill's Atlantic,1,212.1234787801969,light
6610,2018-P,551,1104.2737979946523,"Chiti, Davide",Marone,Lombardy,Italy,Sfida degli Zucconi della Brianza,2269 Paton,1749 Daletas,358.74430099813884,962.7653480975852,5.117847795254021,Wolf,1,500.88976057999037,heavy
6615,2014-P,910,724.9126929614534,"Jaglarz, Mario",St. Michael,Carinthia,Austria,Austrian Weigh-off,,,325.6660488340095,662.0630601052161,0.0,Autumn Gold,1,328.8145982257716,medium
6619,2016-P,1118,558.4406102356962,"Dorner, Martin",,Lower Austria,Austria,Austrian Weigh-off,,,,583.1137123053622,0.0,Wolf,1,253.3041932780299,medium
6623,2018-P,351,1289.4711143902246,"Kurzreiter, Lukas",,Lower Austria,Austria,Austrian Weigh-off,2269 Paton,2145 McMullen,413.5917002837409,1430.2826646096214,0.0,Prizewinner,1,584.8937817184907,heavy
6633,2016-P,1484,196.99422052718387,"Giustarini, Vinicio",Valiano di Montepulciano,Tuscany,Italy,Pesa la Zucca! Foiano,,,195.2785650788213,197.93773600230065,2.085206593762108,Dill's Atlantic,1,89.35500247736638,light
6648,2013-P,1434,131.33547507021996,"Ribechini, Renato",Reggio Emilia,Other,Italy,Festa della zucca di sale,557 Danesi,557 Danesi,175.51888278470182,127.45594801051854,2.9245873590365745,Connecticut Field,1,59.57272080805121,light
6660,2015-P,785,864.6426188745068,"Mitra, Marco",,Other,Italy,Festa della zucca di sale,,,331.3762271528406,713.5408756787933,16.48615008269158,Wolf,1,392.1949747805253,medium
6661,2019-P,529,938.288344322836,"Steindl, Josef",Waidhofen an der Thaya,Lower Austria,Austria,Gartenbauschule Langenlois,1527 Melka,1527 Melka,345.45001920669563,898.5173613037657,1.9985942435446564,Wolf,1,425.6000866780838,medium
6695,2013-P,1428,134.50261757361895,"Felderstrasse, Team",Tulln,Lower Austria,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Connecticut Field,1,61.009311310452965,light
6729,2013-P,1309,232.00145364022268,"Prandi, Giuseppe",Trento,Other,Italy,Pesa la Zucca! Foiano,,,221.57010774191724,221.8028939879036,7.7280264178571105,Big Moose,1,105.23400335957588,light
6750,2016-P,EXH,601.2315234639831,"Bilski, Martin",Eggendorf,Lower Austria,Austria,Austrian Weigh-off,1767 Wallace,self,311.5809723281207,,0.0,Atlantic Giant,1,272.71380919107503,medium
6799,2013-P,EXH,885.9450291140391,"Bauhof Tulln, Team",Berndorf,Lower Austria,Austria,Austrian Weigh-off,1325 Sperry 11,934 Schieder 11,329.15349980694145,741.3136457974072,11.865438237712542,Spirit,1,401.8575776458952,medium
6806,2019-P,1131,447.9464809743665,"Thumfort, Mark",Au,Lower Austria,Austria,Gartenbauschule Langenlois,1789 Paton,sibb,260.02233432072205,490.777789790841,0.0,Early Giant,1,203.18494019812485,light
6809,2019-P,572,891.8299832825935,"Burgsteiner, Helmut",,Upper Austria,Austria,Austrian Weigh-off,1861.8 Cutrupi,,356.19752047357275,1010.595121837066,0.0,Atlantic Giant,1,404.52694577711816,medium
6839,2017-P,1016,570.4221111121939,"Gobbi, Alessio",,Lombardy,Italy,Sfida degli Zucconi della Brianza,,Self,285.71939357654054,560.566648928559,0.0,Autumn Gold,1,258.7389062236022,medium
6853,2017-P,1451,202.6178683577958,"Tranfaglia, Antonio",Garlate,Lombardy,Italy,Sfida degli Zucconi della Brianza,unknow,unknow,202.8285611834125,,5.861300945740137,Early Giant,1,91.90584414414931,light
6854,2014-P,544,961.06399131507,"Cutrupi, Stefano",Siena,Other,Italy,Festa della zucca di sale,1180 Bartoli,open,349.5346512109393,994.6041652304464,0.0,Prizewinner,1,435.9309379485852,medium
6863,2019-P,948,580.1901744729395,"Schoys, Josef",Ernstbrunn,Lower Austria,Austria,Leiserberge Weigh-off,2034 Barlow,self,0.0,0.0,0.0,Dill's Atlantic,1,263.16962161952955,medium
6878,2016-P,1121,526.928651300098,"Boeck, Alexander",Riederberg,Lower Austria,Austria,Austrian Weigh-off,"664,9 Jaglarz",self,,574.1841791577181,0.0,Champion,1,239.01062080051403,medium
6897,2021-P,1014,386.685275370223,"Jaglarz, Mario",Retz,Lower Austria,Austria,Austrian Weigh-off,888.5 Markl,self,278.2604391005472,432.7489412248758,0.0,Blue Hubbard,1,175.39734742573017,light
6937,2013-P,1299,222.41521614074003,"Ragosta, Giovanni",Peccioli,Other,Italy,Festa della zucca di sale,,,208.50258711390632,209.40710694409367,2.0005280899291367,Early Giant,1,100.88576271971056,light
6953,2016-P,832,749.8501255835349,"Puchner, Thomas",Langenlois,Lower Austria,Austria,Austrian Weigh-off,1159 Puchner,,335.0968859418541,771.0114800958631,0.0,Big Max,1,340.12601816368675,medium
6982,2019-P,529,962.6129495124844,"Hoefler, Norbert",Riederberg,Lower Austria,Austria,Gartenbauschule Langenlois,1527 Melka,1527 Melka,353.5983524500858,954.6070593244862,1.9615181003642956,Big Moose,1,436.6335329952668,medium
6990,2020-P,274,1300.106030668193,"Archetti, Paolo",Goito,Lombardy,Italy,Sfida degli Zucconi della Brianza,"1989,5 DALETAS",self,381.7572145972632,1350.0573180729627,0.0,Connecticut Field,1,589.717694662847,heavy
6993,2016-P,401,1177.7352462391718,"Team, Eichinger",,Upper Austria,Austria,Austrian Weigh-off,1448 Lovse,self,387.96579984958686,1199.6711270792412,0.0,Rouge Vif d’Etampes,1,534.2112858121184,heavy
7000,2021-P,487,1010.1243737720552,"Kloch, Kevin",Tulln,Lower Austria,Austria,Europameisterschaft im Kurbiswiegen,1911 Urena 2017,2226.7 Boonen 2018,340.6392530557315,1028.9862247891997,2.022720758972239,Connecticut Field,1,458.18433494801405,heavy
7024,2016-P,814,759.56317271048,"Cutrupi, Stefano",Casatenovo,Lombardy,Italy,Festa della zucca di sale,,,330.1211686692713,709.1130611630609,2.9500023401752613,Casper,1,344.53177863609204,medium
7026,2019-P,1131,429.174981009663,"Team, Jugendzentrum Berndorf",Riederberg,Lower Austria,Austria,Gartenbauschule Langenlois,1789 Paton,sibb,289.31780552421736,468.08168221496624,0.0,Jack O'Lantern,1,194.67033798613505,light
7036,2014-P,1347,349.1594820149747,"Melka, Friedrich",,Other,Austria,Austrian Weigh-off,,,,0.0,0.0,Atlantic Giant,1,158.3759477661364,light
7051,2016-P,1357,330.8754012749974,"Eichinger, Thomas",St. Margarethen,Carinthia,Austria,Austrian Weigh-off,342.8 Joebstl,,0.0,0.0,0.0,Jack O'Lantern,1,150.08243501512862,light
7079,2017-P,1190,448.53654188867125,"Mariarosa, Buffoli",Viarigi,Piedmont,Italy,Sfida degli Zucconi della Brianza,"1111,5 Berard","1297,5 Young",267.7892469203357,432.3597968494913,0.9818299240441428,Rouge Vif d’Etampes,1,203.45258710836617,light
7081,2019-P,1018,511.1972088575124,"Jaglarz, Mario",Tulln,Lower Austria,Austria,Austrian Weigh-off,Matthias 18,,277.4931367936323,567.9915673444935,0.0,Howden,1,231.87496436009675,medium
7084,2019-P,1557,148.15245432812844,"matteo, tosoni",Foiano della Chiana,Tuscany,Italy,Pesa la Zucca! Foiano,,,179.83966898457265,153.4083620019336,3.883946657278586,Big Moose,1,67.20076806360444,light
7108,2018-P,896,767.0821764797106,"Joebstl, Horst",Niederleis,Lower Austria,Austria,Austrian Weigh-off,,,366.0331375063666,953.7274042597448,0.0,Big Max,1,347.9423385937849,medium
7125,2019-P,EXH,255.34991247813775,"Schoffnegger, Guenther",Tulln,Lower Austria,Austria,Austrian Weigh-off,Karkos 2018,,207.22109860329115,262.24855273122927,2.9352232494287964,Atlantic Giant,1,115.82467750078345,light
7178,2013-P,1436,132.01932234975123,"Team, Die Garten Tulln",,Other,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Dill's Atlantic,1,59.882908463268365,light
7186,2021-P,1094,281.1695661611053,"Jaglarz, Mario",Bad Voeslau,Lower Austria,Austria,Leiserberge Weigh-off,1536.6 Boonen,self,227.56422332026125,294.2492841637545,0.0,Champion,1,127.53626585414808,light
7234,2014-P,EXH,392.3504582372354,"Mathias, Franz",,Other,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Spirit,1,177.96702905274407,light
7258,2018-P,1627,127.72209961245537,"Markl, Michael",,Vienna,Austria,Austrian Weigh-off,1124.8 Melka,1527.8 Melka,180.2233452151929,128.63007905291437,0.0,Howden,1,57.933722607412854,light
7281,2015-P,1235,481.12593136785927,"Eichinger, Thomas",Eitweg,Carinthia,Austria,Austrian Weigh-off,679 Joebstl 14,,0.0,0.0,0.0,Dill's Atlantic,1,218.23487346101,light
7335,2017-P,919,671.901696988763,"Vanneschi, Massimo",Radda in Chianti,Tuscany,Italy,Campionato dello Zuccone,,,332.9733599712944,726.2907477542742,0.0,Early Giant,1,304.76923454052695,medium
7382,2017-P,854,738.6210645189037,"Dorner, Martin",St. Marien,Upper Austria,Austria,OO Landesgartenschau 2017 Kremsmunster,,,0.0,0.0,0.0,Howden,1,335.0326058972586,medium
7386,2014-P,1280,416.7145463924542,"Moretti, Sergio e Davide",Arezzo,Other,Italy,Festa della zucca di sale,,,275.6311672545684,439.1640214955357,0.0,Spirit,1,189.0183845272461,light
7393,2017-P,31,1864.21908870353,"Prandi, Giuseppe",Lamporecchio,Tuscany,Italy,Europameisterschaft im Kurbiswiegen,2045 McMullen,sibb,455.1304889484121,1628.8404445221354,2.946217574700772,Wolf,1,845.5948648832115,heavy
7431,2018-P,1261,442.42368069579766,"Bartoli, Ivan",Radda in Chianti,Tuscany,Italy,Campionato dello Zuccone,1333 Garofano,Open,251.31396559131545,408.0184517550643,5.981145619350009,Champion,1,200.67984217416824,light
7530,2014-P,773,772.349219819245,"Bauhof Tulln, Team",Pruggern,Styria,Austria,Austrian Weigh-off,934 Schieder,,318.0633075135162,728.7610678929602,1.9295185039651623,Jack O'Lantern,1,350.331427316251,medium
7543,2013-P,455,942.290580801032,"Archetti, Paolo",Marone,Other,Italy,Pesa la Zucca! Foiano,,,347.4686177331,915.3578526876682,0.0,Rouge Vif d’Etampes,1,427.4154691267017,medium
7553,2017-P,1341,321.2289485878559,"Mariarosa, Buffoli",Foiano della Chiana,Tuscany,Italy,Campionato dello Zuccone,''' Michael,1490 Cutrupi,,301.83938736694904,0.0,Big Max,1,145.70688124786273,light
7587,2016-P,1279,394.5570511630887,"Puchner, Wilfried",Tulln,Lower Austria,Austria,Austrian Weigh-off,Garofano Vuolo 15,,0.0,0.0,0.0,Atlantic Giant,1,178.96792195116774,light
7615,2017-P,1016,477.7136292879901,"Gregori, Stefano",Malonno,Lombardy,Italy,Sfida degli Zucconi della Brianza,502 Turmolli,,268.5643666923417,506.60481836266194,0.0,Cinderella,1,216.687080535998,light
7629,2014-P,1591,147.03982417361513,"Lizzi, Denis",,Other,Italy,Campionato dello Zuccone,952 Bartoli,Open,188.8719114201744,185.7584790363096,0.0,Spirit,1,66.69608792655843,light
7656,2013-P,1512,60.05022316678544,"Gervasoni, Marta",Castelfiorentio,Tuscany,Italy,Campionato dello Zuccone,899 Cutrupi,Open,0.0,0.0,0.0,Wolf,1,27.238300826668542,light
7675,2013-P,960,516.4376577665996,"Klein, Freidrich",,Other,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Connecticut Field,1,234.25199006166744,medium
7680,2020-P,1011,474.4104579659678,"Langenlois, Gartenbauschule",Tulln,Lower Austria,Austria,Leiserberge Weigh-off,1279 Clementz,,284.5113624755328,472.2803105358922,0.0,Prizewinner,1,215.18878844969927,light
7691,2019-P,622,910.82402360632,"Kurzreiter, Lukas",St. Marien,Upper Austria,Austria,Leiserberge Weigh-off,,877 Hunt,351.0565329281965,918.926009223342,0.0,Spirit,1,413.1424905156379,medium
7715,2020-P,186,1483.581421981864,"Vendepane, Giulio",Poggiridenti,Lombardy,Italy,Sfida Nazionale della Zucca - Club Maspiano,2145 Mcmullen 2016,"2416,5 Haist",382.8215292028757,1240.1392174003122,7.997798420323187,Champion,1,672.9406643595977,heavy
7720,2016-P,764,838.8428991418099,"Dorner, Martin",Seefeld,Lower Austria,Austria,Austrian Weigh-off,1752 Lovse,,336.8639008496652,863.3512258301866,0.0,Spirit,1,380.49242830753184,medium
7756,2017-P,1013,545.164185477658,"Benedikt, Gottfried",TUlln,Lower Austria,Austria,Austrian Weigh-off,Blaimschen,Cutrupi,0.0,0.0,0.0,Dill's Atlantic,1,247.2821132191818,medium
7757,2020-P,962,500.5607933269861,"Klein, Martin",Gross Gerungs,Lower Austria,Austria,Retzer Land Weigh-off,520.3 Grabmayer 19,1395.6 Weishaeupl 18,282.21319886880565,508.69454478290095,0.0,Prizewinner,1,227.05037136677427,medium
7773,2019-P,1722,23.68068203139994,Team Langenlois Gartenbauschule,Langenlois,Lower Austria,Austria,Leiserberge Weigh-off,,,0.0,0.0,0.0,Dill's Atlantic,1,10.741367923986761,light
7804,2018-P,429,1206.5086127580005,"Freyberger, Iryna",St. Oswald,Styria,Austria,Austrian Weigh-off,1527.8 Melka 17,open,352.0222629224711,1014.21208964023,22.01522499635952,Cinderella,1,547.262654678127,heavy
7812,2020-P,961,493.9166351138816,"Puchner, Thomas",Riederberg,Lower Austria,Austria,Austrian Weigh-off,1252.2 Rataj 19,,280.8359512964576,469.2754498628706,6.00320310971053,Rouge Vif d’Etampes,1,224.0366343545758,light
7835,2014-P,285,1262.4291886722192,"Tosoni, Matteo",Rimini,Emilia-Romagna,Italy,Campionato dello Zuccone,1985 Miller,1625 Gantner,379.9129467201783,1190.152811575664,0.0,Blue Hubbard,1,572.6277805482092,heavy
7841,2013-P,926,545.7813598109145,"Sanita, Alessandro",,Other,Italy,Pesa la Zucca! Foiano,,,283.71204889628603,427.5557353175596,17.801117519254213,Early Giant,1,247.56205855935235,medium
7845,2016-P,1208,444.2312447641028,"Castelli, Carlo",Castelfiorentino,Tuscany,Italy,Campionato dello Zuccone,,,267.81147368741466,457.0141834158615,0.0,Autumn Gold,1,201.49973877503894,light
7877,2016-P,DMG,599.3986657061504,"Gervason, Andrea",Collevecchio,Lazio,Italy,Campionato dello Zuccone,,,287.6553420413906,637.1650943938445,0.0,Casper,1,271.8824395749842,medium
7889,2013-P,1436,132.76279907728883,"Malentacchi, Claudio",Arezzo,Other,Italy,Pesa la Zucca! Foiano,,,180.8638208828684,131.39028971811965,1.0174759958616262,Atlantic Giant,1,60.2201435590656,light
7913,2019-P,1542,166.66884040343894,"Spreafico, Luca",Coccaglio,Lombardy,Italy,Sfida degli Zucconi della Brianza,"1485,9 Petrelli",Self,190.68833708474543,165.0906864108906,3.044782182449385,Howden,1,75.59965265627667,light
7935,2017-P,EXH,677.544110031202,"Mosti, Rossano",Radda in Chianti,Tuscany,Italy,Campionato dello Zuccone,,,306.1466822019448,657.2972227219738,0.0,Spirit,1,307.328587957273,medium
7939,2015-P,785,912.1095578102072,"Ferraris, Giustino",,Other,Italy,Festa della zucca di sale,,,339.0353509151929,725.2515697919657,16.259866693315693,Wolf,1,413.7255985462475,medium
7971,2013-P,EXH,354.6800560129944,"Wonovsky, Victoria",Retz,Lower Austria,Austria,Austrian Weigh-off,,,0.0,0.0,,Casper,1,160.88003596704615,light
7993,2014-P,995,596.5698478340736,"Nittnaus, Wolfgang",Gols,Burgenland,Austria,Austrian Weigh-off,,,293.867849537384,589.3184463224792,5.061946486329277,Big Moose,1,270.5993104187531,medium
7998,2017-P,399,1183.4416573132232,"Turmolli, Andrea",Umbertide,Umbria,Italy,Pesa la Zucca! Foiano,,,354.3619979995687,1321.0985090620138,0.0,Big Moose,1,536.7996682240196,heavy
8003,2015-P,1381,402.7791531585362,"Eichinger, Thomas",,Other,Austria,Austrian Weigh-off,1751 Lovse 14,,0.0,0.0,0.0,Casper,1,182.69740163948674,light
8007,2020-P,EXH,758.475265069091,"Maffessoli, Valter",Castiglion Fiorentino,Tuscany,Italy,Campionato dello Zuccone,923.7 Asta,Open,324.5448062983083,838.5118508580649,0.0,Rouge Vif d’Etampes,1,344.0383124332191,medium
8012,2014-P,863,626.5683288819329,"Schofnegger, Armin",,Other,Austria,Austrian Weigh-off,934 Schieder,,294.2627317705248,654.4333921290979,0.0,Jack O'Lantern,1,284.2063814342137,medium
8020,2020-P,499,986.645930198448,"Bertone, Andrea",Caiazzo,Campania,Italy,Campionato dello Zuccone,1795.5 McCracken,Self,343.05685367882427,945.5299448802296,5.021854042927991,Blue Hubbard,1,447.53470077057443,medium
8033,2016-P,1123,530.552975863339,"Puchner, Thomas",Gols,Burgenland,Austria,Austrian Weigh-off,Wallace,,294.42600464979165,572.578153235264,0.0,Champion,1,240.65458542780368,medium
8064,2013-P,693,680.79379729683,"matteo, tosoni",Lumezzane,Other,Italy,Festa della zucca di sale,,1420 Cutrupi,299.393232918194,700.6955487164159,0.0,Wolf,1,308.8026201034637,medium
8076,2018-P,1358,362.3241463227943,"Morucci, Davide",Castiglion Fiorentino,Tuscany,Italy,Pesa la Zucca! Foiano,,,232.70714087918265,312.8187217532475,3.030159084542188,Rouge Vif d’Etampes,1,164.3473341788489,light
8082,2019-P,EXH,207.13994743384904,"Liberatori, Lido",Goito,Lombardy,Italy,Sfida degli Zucconi della Brianza,"1257,7 Petrelli",Self,205.91351417911932,202.86651943838288,0.0,Champion,1,93.95702303641445,light
8083,2019-P,498,991.9031529363414,"Acquisto, Oriana",Capua,Campania,Italy,Campionato dello Zuccone,1911 Urena,Self,360.4624858516237,1016.9503635506048,0.0,Autumn Gold,1,449.9193349467009,medium
8104,2021-P,927,454.605581610739,Team Toellergasse,Sooss,Lower Austria,Austria,Leiserberge Weigh-off,2241 Van Geel 19,,255.4390026723617,497.2198629178638,0.0,Prizewinner,1,206.20545497397833,light
8106,2020-P,1215,221.17845736404797,"Cutrupi, Stefano",Ambra,Tuscany,Italy,Pesa la Zucca! Foiano,,,179.3573496219483,147.61512813628295,55.83393278680919,Howden,1,100.32477883267325,light
8126,2018-P,642,860.3905433308886,"Mathias, Franz",,Lower Austria,Austria,Austrian Weigh-off,2090.5 Stelts,,364.36830288298336,997.3074460180331,0.0,Wolf,1,390.2662673305444,medium
8127,2013-P,EXH,563.1175133692329,"Team, Donauland Kompost",,Other,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Champion,1,255.4255991241771,medium
8129,2021-P,580,873.1365348776873,"Eder, Reinhard",,Vienna,Austria,Austrian Weigh-off,1527 Melka,1911 Urena,,930.8116499640804,0.0,Prizewinner,1,396.0477471282399,medium
8171,2016-P,EXH,190.02603341442563,"Casella, Salvatore",Farigliano,Piedmont,Italy,Campionato dello Zuccone,,,199.43207838366905,,7.122555268271263,Champion,1,86.19428854851614,light
8180,2014-P,1040,579.8868722540615,"Kittenberger, Christian",Waidhofen/Thaya,Lower Austria,Austria,Austrian Weigh-off,,,316.6908363463176,621.8195404675007,0.0,Big Max,1,263.03204615946424,medium
8222,2020-P,467,1111.1812033690894,"Lizzi, Denis",Casatenovo,Lombardy,Italy,Sfida Nazionale della Zucca - Club Maspiano,"2012,8 Salvagni",Self,361.7511658027935,1249.8055546854516,0.0,Prizewinner,1,504.022904398592,heavy
8233,2020-P,392,1143.0674933864375,"Sartini, Gabriele",Casatenovo,Lombardy,Italy,Sfida degli Zucconi della Brianza,"1997,4 BOONEN HERMAN",self,,1184.708738504897,0.0,Big Max,1,518.486270460141,heavy
8234,2020-P,884,575.2840219283189,"Grabmayer, Manfred",Tulln,Lower Austria,Austria,Retzer Land Weigh-off,,,285.14107523410246,582.6736924304763,0.0,Autumn Gold,1,260.94423007451,medium
8280,2017-P,1371,263.16971009967875,"Sartini, Valerio",Poggiridenti,Lombardy,Italy,Festa della zucca di sale,unknow,unknow,212.4088612176804,245.05526500229053,2.986113058310224,Autumn Gold,1,119.37167514353348,light
8291,2019-P,1721,27.378758280878923,"Kurzreiter, Lukas",,Lower Austria,Austria,Leiserberge Weigh-off,,,0.0,0.0,0.0,Atlantic Giant,1,12.418785726140433,light
8324,2021-P,643,842.0892360083219,"Reischer, Lena und Melanie",Au,Lower Austria,Austria,Leiserberge Weigh-off,1396 Melka,1067 Joebstl,322.852059941852,909.1817286024288,0.0,Big Moose,1,381.96494073948674,medium
8378,2015-P,1755,79.03054510133323,"Melka, Friedrich",St. Michael,Other,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Blue Hubbard,1,35.84762301360394,light
8381,2015-P,601,954.4882438988296,"Salvagni, Augusto",Siena,Other,Italy,Festa della zucca di sale,,,348.9716850211473,1066.6521412461557,0.0,Cinderella,1,432.94823152655795,medium
8389,2020-P,877,556.7930197748219,"Turmolli, Andrea",Foiano della Chiana,Tuscany,Italy,Pesa la Zucca! Foiano,,,299.800961730843,641.1946288535281,0.0,Early Giant,1,252.55685942570102,medium
8428,2019-P,817,676.8268152420284,"Team, Eichinger",,Lower Austria,Austria,Gartenbauschule Langenlois,JZB 17,,307.57264508807845,698.1222333803338,0.0,Early Giant,1,307.00322877926214,medium
8452,2013-P,991,443.917854803617,"Puchner, Thomas",,Other,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Atlantic Giant,1,201.35758759608223,light
8471,2013-P,1085,385.4992445709661,"Stefano, Musso",,Other,Italy,Pesa la Zucca! Foiano,,,223.12003332798287,228.16921594869,61.65180009490599,Big Moose,1,174.85937334343365,light
8498,2017-P,1276,368.7443056889659,"Gartenschau, DIE GARTEN TULLN",Tulln,Lower Austria,Austria,Austrian Weigh-off,951 Mathias 15,,0.0,0.0,0.0,Prizewinner,1,167.25946710606942,light
8529,2017-P,1098,518.5113757276096,"Aininger, Gerald",Riederberg,Lower Austria,Austria,OO Landesgartenschau 2017 Kremsmunster,2095 Willemijns,1726 Cutrupi,0.0,0.0,0.0,Blue Hubbard,1,235.19261193903787,medium
8539,2013-P,1341,200.40075169797643,"Briini, BrunoTizianoGino",,Other,Italy,Pesa la Zucca! Foiano,,,,213.11394256199765,0.0,Prizewinner,1,90.90017776418853,light
8549,2019-P,1674,64.51922553991082,"Mathias, Franz",Bad Voeslau,Lower Austria,Austria,Leiserberge Weigh-off,,,0.0,0.0,0.0,Jack O'Lantern,1,29.265404551099227,light
8552,2016-P,305,1314.789641028523,"Balloni-Rabazzi,",Godiasco,Lombardy,Italy,Festa della zucca di sale,2185 brandt,1521 cutrupi,392.67313044835015,1264.9370972121358,1.9718031751000864,Champion,1,596.3780628534098,heavy
8558,2020-P,968,479.0341461361919,"Squitieri, Danilo",Foiano della Chiana,Tuscany,Italy,Pesa la Zucca! Foiano,,,266.6939583030848,488.4952305384658,2.0821328285153533,Blue Hubbard,1,217.28605641420756,light
8565,2018-P,223,1460.6582473087217,"Colzani, Enrico",Sirtori,Lombardy,Italy,Sfida degli Zucconi della Brianza,1928 Daletas,,408.80016669085694,1344.5054858677888,1.024244183143294,Connecticut Field,1,662.5428957132577,heavy
8589,2021-P,EXH,961.2795089466666,"Cupertori,",Foiano della chiana,Tuscany,Italy,Campionato dello Zuccone,2350 Gienger,2552 Mendi,370.3767435813893,1138.98526812535,0.0,Wolf,1,436.0286950221364,medium
8604,2016-P,DMG,899.4844435799314,"Felderstrasse, Team",Wien,Vienna,Austria,Austrian Weigh-off,Harnica,,339.8212267706082,998.1042491765644,0.0,Howden,1,407.99894773230824,medium
8613,2020-P,851,561.4256899417544,"Gartenschau, DIE GARTEN TULLN",,Lower Austria,Austria,Austrian Weigh-off,2433 Paton,2114 Wallace,292.5904732653957,627.1816094675582,0.0,Prizewinner,1,254.65820155206026,medium
8639,2020-P,200,1365.8281179375035,"Jaglarz, Mario",Langenlois,Lower Austria,Austria,Leiserberge Weigh-off,2016.6 Boonen 2017,2226.7 DMGBoonenHerman 2018,418.8578797166293,1499.3697968817164,0.0,Cinderella,1,619.5287076715081,heavy
8641,2013-P,963,525.8815865627138,"Melka, Friedrich",Ernstbrunn,Lower Austria,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Champion,1,238.53568061215447,medium
8645,2013-P,1519,60.43443799420323,"Boschi, Valerio",Siena,Other,Italy,Campionato dello Zuccone,,,0.0,0.0,0.0,Dill's Atlantic,1,27.41257759866663,light
8653,2015-P,995,727.5049288259329,"Asta, Carmelo",Peccioli,Other,Italy,Campionato dello Zuccone,1488 Cutrupi est-dmg,Open,311.0491567960202,679.5403769175125,7.708871423496959,Connecticut Field,1,329.99041567601256,medium
8680,2015-P,1434,340.7731718041536,"Tosoni, Matteo",Reggio Emilia,Other,Italy,Pesa la Zucca! Foiano,,,263.3930761055894,348.73941581853427,0.0,Jack O'Lantern,1,154.57198454498965,light
8746,2014-P,1720,62.95261084682305,"Tarcisio, Buffoli",goito,Lombardy,Italy,Festa della zucca di sale,,,135.16047021944905,71.7537355889737,0.0,Connecticut Field,1,28.55480065923216,light
8780,2021-P,915,495.4452598452136,"Jaglarz, Mario",St. Marien,Upper Austria,Austria,Austrian Weigh-off,1548 Wuersching 20,1104.5 Langheim 19,318.1955295388927,529.4754184924556,0.0,Casper,1,224.73000630371013,light
8793,2017-P,1260,348.85922888585486,"Mandorlini, Franco",Semproniano,Tuscany,Italy,Campionato dello Zuccone,,,246.45341591618276,361.2022793895338,0.0,Atlantic Giant,1,158.23975534879267,light
8813,2021-P,619,765.3078740620836,"Mathias, Franz",Pichl,Upper Austria,Austria,Austrian Weigh-off,1621.5 Marshall,,336.8783956368005,794.7769841975293,0.0,Connecticut Field,1,347.1375292115686,medium
8822,2018-P,947,658.0044999588844,"Wischer, Andreas",Nonndorf,Lower Austria,Austria,Austrian Weigh-off,1527.8 Melka,2090.5 Stelts,301.1645619877385,,0.0,Rouge Vif d’Etampes,1,298.46557714535027,medium
8829,2014-P,1290,404.78112557498497,Team Schaugarten Kittenberger Erlebnisgaertnen,,Other,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Jack O'Lantern,1,183.60548031180858,light
8833,2019-P,1618,100.5606814567152,"Team, Bauhof Tulln",Wien,Vienna,Austria,Austrian Weigh-off,2043 Clementz,,145.79093854519195,73.28126096906057,39.24450790181807,Champion,1,45.61352062331436,light
8843,2016-P,1601,89.33024066729259,"Rodler, Bernd",Waidhofen/Thaya,Lower Austria,Austria,Austrian Weigh-off,,,0.0,0.0,0.0,Jack O'Lantern,1,40.51948252475858,light
8846,2014-P,977,624.3809553204063,"Petrelli, Francesco",,Other,Italy,Campionato dello Zuccone,,Self,309.43143772953664,670.9501822321079,0.0,Blue Hubbard,1,283.21420628569376,medium
8880,2021-P,1000,392.20340369690615,"Boeck, Alexander",Tulln,Lower Austria,Austria,Retzer Land Weigh-off,421.1 Team Bauhof  20,self,273.675869706923,496.9706168517757,0.0,Cinderella,1,177.90032628968706,light
8916,2021-P,324,1307.3697649718845,"Zucchelli, Michael",Sirtori,Lombardy,Italy,Sfida Nazionale della Zucca - Club Maspiano,2183 MENDI,1025 MUSCAS,396.0531238228825,1413.312632751121,0.0,Dill's Atlantic,1,593.012466433127,heavy
8938,2016-P,1156,536.1759565117029,"Battista, Gregori",Malonno,Lombardy,Italy,Pesa la Zucca! Foiano,,,292.1225468169305,522.588188368515,5.89801524056109,Rouge Vif d’Etampes,1,243.20512446605633,medium
8941,2020-P,820,621.0300219219266,"Bartoli, Ivan",Castelfiorentino,Tuscany,Italy,Pesa la Zucca! Foiano,,,283.8761489284028,566.8635727389604,9.154216871237722,Autumn Gold,1,281.6942497036105,medium
